transaction_id,user_id,transaction_date,raw_timestamp,store_id,product_category,sale_amount,price,quantity,region,city,age,subscription,status,email,username,payment_method
77,1205,2025-07-12,2025-07-12 23:30:26,18,Electronics,2301.39,642.74,6,North,Delhi,43,Premium,Cancelled,hannahbrewer@example.com,fmcguire,UPI
637,1142,2026-03-11,2026-03-11 06:55:44,5,Furniture,584.78,516.37,8,South,Mumbai,26,Premium,Completed,carl24@example.org,tonya82,UPI
974,1056,2024-08-27,2024-08-27 13:01:05,2,Grocery,421.46,672.07,10,West,Hyderabad,62,Premium,Completed,byrderic@example.com,jayjohnson,UPI
939,1274,2024-11-22,2024-11-22 06:20:44,6,Furniture,1805.73,1391.94,7,North,Chennai,68,Premium,Completed,ubenson@example.net,prowland,UPI
900,1232,2024-12-26,2024-12-26 20:57:15,13,Electronics,3635.32,291.84,1,North,Hyderabad,42,Premium,Completed,angela91@example.org,kevinrussell,Cash
281,1138,2026-02-09,2026-02-09 01:57:11,3, Sports ,1895.4,1014.04,1,South,Bengaluru,69,Premium,Pending,andersonjacob@example.com,fgarcia,Cash
884,1171,2025-08-12,2025-08-12 08:25:52,10,Electronics,529.59,47.05,9,South,Hyderabad,41,Standard,Cancelled,stanleyjohnson@example.org,sandra19,UPI
762,1100,2024-10-16,2024-10-16 12:06:57,7,Clothing,3937.06,696.27,8,West,Mumbai,62,Standard,Cancelled,kyleclark@example.org,yvazquez,UPI
320,1163,2026-04-21,2026-04-21 03:20:14,3,Electronics,1971.09,806.76,6,East,Chennai,47,Premium,Cancelled,patricia00@example.org,ksmith,UPI
550,1169,2025-10-17,2025-10-17 09:12:53,14,Grocery,4804.88,1600.48,5,South,Bengaluru,62,Standard,Cancelled,justin84@example.com,melissawhite,UPI
175,1258,2025-04-23,2025-04-23 07:32:22,15,Sports,1434.62,,10,North,Bengaluru,24,Standard,Pending,jeffrey51@example.net,lacey20,Card
372,1298,2026-03-05,2026-03-05 01:00:49,19,Furniture,3387.51,1789.85,9,East,Pune,45,Premium,Cancelled,lbanks@example.net,jeffrey92,Cash
528,1164,2025-04-04,2025-04-04 16:22:10,7,Clothing,1468.51,1073.91,8,North,Hyderabad,27,Premium,Pending,jacob43@example.com,vmullen,Cash
211,1300,2025-08-01,2025-08-01 18:03:59,18,Clothing,2423.0,1741.56,6,East,Kolkata,18,Premium,,fkoch@example.org,landrywilliam,UPI
236,1092,2026-05-25,2026-05-25 12:25:43,18,Electronics,4767.37,934.01,4,West,Delhi,36,Premium,Pending,frobertson@example.com,lopezdonald,UPI
102,1189,2026-03-03,2026-03-03 10:47:47,18,Furniture,2957.33,1458.67,7,North,Pune,49,Standard,Pending,sarah84@example.org,jessica99,Cash
452,1148,2026-06-09,2026-06-09 13:36:19,4,Furniture,3107.76,558.83,10,West,Bengaluru,38,Premium,Completed,joshuastuart@example.com,iballard,Cash
903,1028,2024-08-13,2024-08-13 19:18:34,18,Grocery,3156.05,,1,North,Chennai,36,Premium,Cancelled,carla65@example.net,brendadixon,Card
948,1211,2025-07-31,2025-07-31 02:33:19,13,Electronics,4701.1,1568.75,9,East,Hyderabad,60,Standard,Pending,hartmansara@example.org,jonesbenjamin,Card
347,1024,2024-06-29,2024-06-29 06:52:31,20,Electronics,3326.75,1314.06,1,North,Mumbai,25,Standard,Pending,usweeney@example.com,harristonya,Card
140,1128,2026-05-07,2026-05-07 03:04:46,2,Furniture,4376.88,1117.99,2,North,Hyderabad,23,Premium,Pending,uparrish@example.org,caroline51,Card
622,1296,2025-08-24,2025-08-24 09:24:38,12,Clothing,113.84,1045.98,6,West,Hyderabad,39,Premium,Completed,franklintrevor@example.org,cchavez,Cash
500,1103,2024-11-05,2024-11-05 18:15:03,7,Electronics,926.54,1910.3,8,West,Mumbai,38,Standard,Completed,sandra99@example.org,nicholasanderson,Card
371,1148,2024-08-23,2024-08-23 15:34:48,12,Clothing,4907.61,1307.17,3,East,Mumbai,25,Standard,Cancelled,vwillis@example.com,derek26,Card
199,1157,2025-10-16,2025-10-16 21:32:20,1, Furniture ,1309.56,25.97,4,North,Bengaluru,45,Standard,Cancelled,parkeryvonne@example.net,xfox,Cash
688,1047,2025-01-14,2025-01-14 06:36:01,2,Sports,1741.64,937.78,4,South,Kolkata,49,Premium,Pending,gregory17@example.org,fwhite,Card
585,1166,2024-07-29,2024-07-29 15:44:07,8,Electronics,1664.35,214.17,7,South,Hyderabad,32,Premium,Pending,markwolfe@example.org,nunezwendy,UPI
902,1173,2025-05-23,2025-05-23 09:12:50,3,Clothing,739.19,1524.15,8,South,Hyderabad,39,Standard,Completed,dwilliams@example.net,denise20,Cash
60,1249,2026-04-05,2026-04-05 17:22:23,7,Grocery,3999.27,693.87,10,East,Chennai,18,Premium,Completed,lstein@example.net,gateskathy,Cash
329,1046,2025-01-06,2025-01-06 01:38:30,10,Electronics,1963.5,342.56,10,South,Pune,32,Premium,Cancelled,wrightcarolyn@example.net,kimberly04,Cash
97,1276,2025-05-14,2025-05-14 05:59:47,12,Sports,,559.6,3,East,Kolkata,70,Standard,,aprildean@example.com,nwolf,UPI
313,1025,2024-11-03,2024-11-03 12:30:24,13,Sports,2770.83,992.08,1,East,Bengaluru,45,Premium,,kristenli@example.org,amanda98,UPI
975,1235,2025-12-04,2025-12-04 08:36:22,4,Clothing,1630.7,313.04,10,West,Mumbai,46,Premium,Cancelled,scottwilliams@example.net,myerskyle,UPI
300,1183,2025-10-17,2025-10-17 12:36:34,19,Electronics,3532.09,716.33,10,South,Chennai,30,Standard,Cancelled,yvargas@example.org,jamiegoodwin,Card
278,1039,2025-07-14,2025-07-14 09:51:02,16,Furniture,2578.37,129.77,10,South,Hyderabad,28,Standard,Completed,angela66@example.org,nmiller,UPI
925,1195,2026-02-26,2026-02-26 12:57:02,16,Sports,4350.62,94.07,3,South,Mumbai,47,Premium,Cancelled,lholmes@example.org,garciabrooke,Cash
602,1171,2025-05-25,2025-05-25 07:34:32,14,Sports,1746.82,1299.18,6,West,Mumbai,60,Standard,Pending,shane23@example.net,biancasutton,Card
440,1261,2025-07-25,2025-07-25 05:45:16,16,Furniture,4453.68,774.52,5,West,Mumbai,27,Premium,Cancelled,ebooth@example.com,john40,Card
838,1266,2026-02-16,2026-02-16 03:24:59,20,Sports,1149.6,802.72,9,West,Hyderabad,27,Standard,Completed,smithjared@example.com,wmitchell,Card
571,1071,2025-07-14,2025-07-14 08:05:34,2,Clothing,175.55,1992.84,4,West,Hyderabad,22,Standard,Pending,dowen@example.com,yshort,UPI
880,1076,2026-03-29,2026-03-29 22:52:23,8,Electronics,704.86,95.97,4,South,Chennai,19,Premium,Completed,shawn26@example.com,davisroger,Cash
262,1175,2024-09-12,2024-09-12 02:45:57,2,Electronics,542.89,1572.1,8,North,Bengaluru,28,Standard,Pending,ugill@example.org,lawrence09,Cash
579,1243,2025-02-16,2025-02-16 00:34:25,5,Clothing,758.28,556.48,8,West,Bengaluru,29,Premium,Cancelled,melissasmith@example.net,samantha88,Cash
24,1080,2025-03-30,2025-03-30 02:29:28,2,Sports,446.55,387.93,10,North,Mumbai,33,Standard,Completed,uowens@example.org,brownjessica,UPI
31,1170,2024-12-27,2024-12-27 21:29:59,5,Grocery,849.83,894.83,7,North,Bengaluru,22,Premium,Cancelled,davidashley@example.net,harveyrobert,Cash
618,1141,2024-09-24,2024-09-24 08:38:33,16,Electronics,3014.51,736.28,8,West,Pune,34,Standard,Cancelled,fwalters@example.net,gacosta,Cash
11,1283,2026-05-16,2026-05-16 04:04:41,1,Electronics,3424.47,1083.2,5,East,Bengaluru,36,Standard,Completed,ithomas@example.org,julie69,Card
222,1194,2025-07-22,2025-07-22 00:58:59,13,Sports,2406.23,1280.76,3,North,Chennai,45,Standard,Cancelled,vsalas@example.net,thorntonapril,Cash
821,1107,2024-12-12,2024-12-12 20:10:22,13,Grocery,81.78,353.43,8,North,Bengaluru,22,Standard,Cancelled,jessica36@example.org,bsparks,Card
297,1257,2025-06-03,2025-06-03 06:09:40,11,Furniture,1388.66,71.6,10,South,Bengaluru,69,Standard,Completed,tflores@example.org,johnsonmatthew,Card
55,1058,2026-06-10,2026-06-10 09:13:31,6,Grocery,585.09,70.84,5,West,Hyderabad,63,Premium,Completed,danderson@example.net,stephanie79,UPI
543,1195,2024-07-20,2024-07-20 18:45:44,13,Furniture,2204.19,438.21,3,West,Bengaluru,30,Standard,Pending,michelle57@example.com,amy28,Card
210,1040,2025-10-18,2025-10-18 19:05:21,15,Grocery,507.7,1454.68,4,North,Hyderabad,42,Premium,Completed,sydneybarrera@example.com,james27,Cash
605,1059,2026-01-13,2026-01-13 19:30:02,2,Grocery,2893.9,892.96,6,South,Bengaluru,53,Premium,Cancelled,nicole66@example.com,oreese,Card
693,1040,2025-12-15,2025-12-15 22:04:52,20,Grocery,4364.5,230.53,9,North,Bengaluru,43,Premium,Completed,imartinez@example.com,evelyn60,Cash
663,1208,2024-12-09,2024-12-09 05:13:20,2,Grocery,4338.9,1649.93,8,West,Delhi,44,Standard,Cancelled,thomaslopez@example.com,mary24,Card
867,1263,2026-03-26,2026-03-26 08:28:41,18,Electronics,2057.08,1240.25,1,West,Mumbai,52,Standard,Completed,allisonscott@example.com,sanchezlisa,UPI
71,1118,2025-12-11,2025-12-11 07:28:40,10,Grocery,3529.79,918.98,4,East,Delhi,68,Premium,Pending,hoganashlee@example.org,amanda51,Cash
544,1078,2024-11-12,2024-11-12 04:22:33,10,Clothing,714.67,162.06,1,South,Delhi,49,Standard,Completed,owelch@example.net,omills,Cash
108,1185,2026-04-20,2026-04-20 13:00:22,17,Sports,589.82,1017.6,10,North,Delhi,68,Standard,Pending,ofinley@example.net,cbrennan,UPI
494,1067,2025-07-22,2025-07-22 01:49:22,7,Clothing,2926.1,1374.42,4,South,Hyderabad,62,Premium,Pending,emartin@example.net,jason22,Cash
591,1258,2026-03-28,2026-03-28 14:28:51,2,Furniture,2679.05,968.95,2,West,Chennai,33,Premium,Cancelled,chanson@example.org,jamesbrooks,Cash
742,1284,2026-06-14,2026-06-14 14:13:23,9,Furniture,1093.71,1019.54,6,East,Mumbai,34,Standard,Pending,hannah70@example.org,parkerrichard,Cash
293,1169,2025-11-26,2025-11-26 19:00:38,4,Electronics,4714.29,120.26,10,West,Delhi,64,Standard,Pending,deborahwilliams@example.net,vrasmussen,Cash
290,1127,2025-12-18,2025-12-18 22:45:08,12,Furniture,2591.63,1360.82,5,South,Bengaluru,43,Standard,Cancelled,ichambers@example.net,john26,UPI
653,1104,2026-01-03,2026-01-03 12:31:32,14,Grocery,4127.37,1299.16,5,South,Hyderabad,33,Premium,,nguyendebra@example.com,amorales,Cash
40,1194,2025-04-07,2025-04-07 17:27:11,6,Sports,2867.07,824.03,1,East,Hyderabad,31,Standard,Cancelled,nolanjason@example.org,gomezanita,UPI
590,1222,2025-04-07,2025-04-07 05:43:58,19,Clothing,4464.52,1191.71,3,North,Hyderabad,20,Premium,Pending,malikwheeler@example.org,gary59,UPI
308,1034,2025-09-10,2025-09-10 01:07:36,12,Grocery,3945.75,1446.42,1,West,Chennai,64,Standard,Completed,kellyhill@example.net,gary79,Card
680,1047,2025-02-07,2025-02-07 05:22:10,7,Grocery,944.24,353.22,9,East,Chennai,60,Premium,Cancelled,,,Cash
67,1205,2026-02-03,2026-02-03 06:06:52,16,Electronics,2906.25,1379.17,3,South,Delhi,54,Standard,Completed,jamessmith@example.org,davidcaldwell,Cash
276,1028,2025-09-11,2025-09-11 12:57:28,10,Clothing,641.24,1421.64,1,South,Chennai,40,Standard,Completed,patrick21@example.net,brian63,Card
68,1060,2025-09-09,2025-09-09 12:54:53,18,Furniture,3051.27,1585.67,4,West,Chennai,46,Standard,Cancelled,xlyons@example.com,catherinestuart,Card
319,1108,2024-12-14,2024-12-14 20:05:33,7,Clothing,261.25,175.17,7,South,Delhi,58,Premium,Cancelled,troymorris@example.com,amy29,Card
549,1039,2025-04-26,2025-04-26 15:52:08,18,Sports,1596.87,124.49,6,North,Chennai,47,Standard,Cancelled,fwalker@example.com,zacharymarsh,UPI
866,1029,2025-02-09,2025-02-09 11:54:05,3,Grocery,2793.09,995.84,1,West,Mumbai,50,Premium,Pending,fgill@example.net,mooremichael,Card
715,1278,2026-05-21,2026-05-21 14:27:58,20,Sports,3277.58,1400.99,7,South,Pune,37,Premium,Completed,ruiztodd@example.com,javierlynch,UPI
754,1171,2026-05-03,2026-05-03 10:13:20,9,Clothing,583.81,491.95,6,North,Delhi,39,Premium,Completed,,brucefrancisco,UPI
328,1015,2026-05-25,2026-05-25 01:46:38,8,Grocery,2469.49,903.28,8,East,Hyderabad,28,Standard,Cancelled,karenlawrence@example.com,sylvia52,UPI
383,1191,2025-02-11,2025-02-11 01:53:16,17,Sports,2255.51,106.83,4,East,Chennai,23,Premium,Completed,bgonzalez@example.org,daniellerowland,UPI
452,1148,2026-06-09,2026-06-09 13:36:19,4,Furniture,3107.76,558.83,10,West,Bengaluru,38,Premium,Completed,joshuastuart@example.com,iballard,Cash
523,1059,2026-01-20,2026-01-20 08:20:04,10,Grocery,3563.71,557.56,2,West,Pune,33,Standard,Pending,jamie33@example.net,eric11,Card
219,1282,2025-05-17,2025-05-17 23:53:22,14,Electronics,132.79,1449.94,9,East,Bengaluru,50,Standard,Completed,laura09@example.com,tammy99,Cash
788,1032,2024-09-24,2024-09-24 22:49:10,13,Sports,4047.45,1061.2,10,West,Chennai,47,Premium,Cancelled,andrewnguyen@example.com,abradley,Cash
437,1264,2026-05-18,2026-05-18 12:37:06,18,Grocery,3937.4,614.07,9,North,Hyderabad,24,Premium,Completed,qwilliams@example.net,alexander89,Cash
765,1005,2024-09-10,2024-09-10 22:22:19,3,Grocery,198.59,248.07,5,West,Bengaluru,58,Standard,Completed,morajamie@example.org,ellenjohnson,Cash
89,1153,2025-10-26,2025-10-26 07:11:34,1,Electronics,1655.65,131.12,6,East,Chennai,27,Premium,Cancelled,ronaldstephens@example.net,rebekahserrano,Card
64,1247,2025-11-24,2025-11-24 15:00:15,9,Sports,4884.2,1058.78,5,North,Pune,30,Standard,Completed,dayderek@example.com,brentgray,Card
827,1184,2025-05-30,2025-05-30 08:27:00,13,Furniture,3073.5,1951.1,6,North,Bengaluru,47,Standard,Cancelled,darryl02@example.com,julie64,Cash
717,1081,2025-09-12,2025-09-12 15:38:21,1,Electronics,4457.08,1089.07,5,South,Pune,67,Standard,Cancelled,derek77@example.com,kathleenrobinson,Card
352,1051,2024-12-02,2024-12-02 01:52:41,9,Clothing,2310.92,1955.04,5,West,Bengaluru,24,Premium,Completed,moorefrank@example.com,richard85,Card
937,1090,2025-04-18,2025-04-18 20:41:24,3,Clothing,392.83,822.04,5,West,Pune,44,Premium,Cancelled,morganjason@example.com,mikewatson,Card
257,1149,2025-09-03,2025-09-03 00:25:55,10,Sports,1373.35,1718.87,2,South,Delhi,68,Standard,Completed,paulscott@example.com,nielsenmelanie,Card
636,1142,2026-04-07,2026-04-07 08:17:09,19,Sports,1401.22,1583.2,7,East,Chennai,60,Standard,Pending,annette58@example.net,clarkgina,UPI
645,1172,2024-09-24,2024-09-24 04:58:56,6,Electronics,2715.16,94.01,7,West,Hyderabad,19,Standard,Cancelled,clarkmichael@example.com,donald49,Cash
555,1085,2025-08-23,2025-08-23 13:28:35,7,Sports,3685.09,703.25,5,North,Bengaluru,28,Standard,Pending,jamesskinner@example.com,martinezkayla,Card
960,1167,2025-02-09,2025-02-09 16:46:01,5,Clothing,463.04,1389.37,3,East,Hyderabad,48,Premium,Completed,gibsonmiguel@example.org,markbrowning,Card
169,1174,2024-11-15,2024-11-15 18:31:23,20,Clothing,1597.28,1442.36,6,West,Bengaluru,66,Standard,Cancelled,jenniferwilliams@example.com,tarabishop,UPI
918,1232,2024-08-24,2024-08-24 09:21:45,18,Grocery,4599.79,1013.71,4,West,Kolkata,28,Standard,Completed,frankcollins@example.net,johnsonryan,UPI
529,1007,2025-04-08,2025-04-08 04:46:51,20,Sports,2594.6,429.02,6,East,Hyderabad,27,Standard,Cancelled,acoleman@example.net,michael64,Cash
824,1055,2024-08-23,2024-08-23 04:23:17,6,Electronics,1500.97,767.9,5,North,Hyderabad,19,Premium,Pending,,wendy90,Card
614,1155,2025-02-19,2025-02-19 20:18:49,16,Sports,4933.86,150.91,10,West,Bengaluru,18,Standard,Cancelled,steven64@example.net,vaughnrebecca,Card
817,1197,2024-12-19,2024-12-19 08:41:28,14,Clothing,1249.65,88.32,6,North,Mumbai,60,Premium,Pending,leblancdeborah@example.net,rebeccamccann,UPI
87,1203,2024-12-31,2024-12-31 03:49:16,3,Grocery,4269.09,1721.5,7,East,Mumbai,63,Standard,Cancelled,moorericky@example.net,ocarter,Cash
433,1004,2026-05-11,2026-05-11 12:03:51,1,Clothing,1928.17,219.48,6,East,Bengaluru,53,Standard,Completed,watsonmatthew@example.org,dross,Card
185,1074,2024-11-29,2024-11-29 13:52:07,10,Electronics,1473.77,1434.0,6,West,Mumbai,34,Standard,Completed,sarah86@example.net,wking,Cash
979,1258,2025-10-27,2025-10-27 05:30:25,4,Clothing,1132.98,740.01,8,South,Delhi,43,Premium,Completed,sarahfoster@example.com,halldaniel,Card
535,1207,2024-07-13,2024-07-13 08:56:57,4,Grocery,2802.94,160.43,5,West,Hyderabad,55,Standard,Completed,bellerin@example.net,barbarasantos,UPI
295,1125,2026-02-17,2026-02-17 10:38:10,10,Furniture,2089.36,1110.36,1,North,Hyderabad,42,Premium,,michaeljohnson@example.org,robert11,Cash
893,1149,2024-11-14,2024-11-14 14:11:05,2,Clothing,4713.13,569.96,3,East,Pune,68,Premium,Cancelled,kristin39@example.com,romancatherine,Cash
426,1124,2025-01-23,2025-01-23 17:20:32,11,Furniture,3423.89,1795.12,1,West,Bengaluru,34,Premium,Pending,robertroach@example.net,campbellkristen,UPI
714,1283,2024-12-23,2024-12-23 12:51:16,10,Grocery,4550.69,35.65,5,South,Mumbai,43,Standard,Cancelled,nguyencorey@example.net,ykane,Cash
261,1203,2025-03-04,2025-03-04 12:03:11,7,Furniture,4133.0,999.54,6,East,Hyderabad,53,Premium,Cancelled,oscar85@example.com,michael77,Card
238,1273,2025-01-17,2025-01-17 09:19:04,17,Furniture,2741.04,1585.63,6,North,Bengaluru,67,Premium,Cancelled,heather01@example.com,erik84,UPI
560,1050,2024-07-30,2024-07-30 17:56:44,17,Electronics,3443.22,716.0,5,East,Bengaluru,20,Premium,Cancelled,jbarker@example.com,wrightvincent,Cash
584,1080,2026-06-20,2026-06-20 01:13:28,1,Furniture,2598.77,160.3,4,West,Mumbai,55,Standard,Pending,julieatkinson@example.org,hbrown,Cash
446,1182,2025-11-21,2025-11-21 13:18:20,11,Furniture,2362.61,1744.38,5,West,Bengaluru,62,Premium,Cancelled,petersonmaria@example.com,jacqueline02,UPI
868,1270,2025-03-20,2025-03-20 09:59:21,20,Electronics,3056.5,1930.0,9,South,Bengaluru,22,Standard,Completed,christopherwatson@example.com,crystal32,UPI
801,1006,2024-11-11,2024-11-11 00:13:57,13,Clothing,2320.94,150.71,5,East,Bengaluru,22,Premium,Pending,stuarttodd@example.org,heathchristopher,Card
600,1091,2026-05-20,2026-05-20 10:06:29,10,Electronics,591.36,566.37,3,West,Bengaluru,31,Premium,Pending,raymondstacy@example.org,matthewlong,Card
850,1275,2025-04-04,2025-04-04 12:06:23,6,Furniture,4073.7,59.1,9,West,Bengaluru,51,Premium,Completed,fballard@example.org,alexanderrodriguez,UPI
266,1067,2024-08-24,2024-08-24 09:33:56,16,Electronics,1183.29,196.88,2,North,Hyderabad,41,Standard,Completed,duranrobert@example.net,carloshernandez,Card
352,1051,2024-12-02,2024-12-02 01:52:41,9,Clothing,2310.92,1955.04,5,West,Bengaluru,24,Premium,Completed,moorefrank@example.com,richard85,Card
530,1087,2025-06-13,2025-06-13 04:06:08,3,Grocery,3085.65,690.7,8,North,Bengaluru,19,Standard,Cancelled,tiffanyparks@example.org,linda86,Cash
56,1124,2026-03-23,2026-03-23 15:37:40,4,Grocery,4258.95,1208.81,2,North,Hyderabad,52,Standard,Cancelled,jrivas@example.com,juliawells,Card
121,1003,2025-09-03,2025-09-03 09:19:09,7,Grocery,4729.35,1539.35,5,East,Hyderabad,25,Premium,Pending,gibbsalexander@example.net,gibsonemily,UPI
216,1251,2024-11-29,2024-11-29 07:09:00,15,Clothing,3677.22,717.31,3,West,Bengaluru,52,Premium,Cancelled,cporter@example.org,jenniferbrock,Cash
26,1160,2025-01-08,2025-01-08 16:50:17,8,Grocery,2009.14,1349.95,5,West,Hyderabad,66,Premium,Completed,jmorton@example.org,pearsonamber,Card
73,1291,2026-05-21,2026-05-21 15:09:53,10,Furniture,665.55,1383.58,7,East,Chennai,52,Standard,Pending,bzimmerman@example.org,christina87,Cash
45,1068,2025-12-07,2025-12-07 17:08:35,15,Sports,4940.07,1199.0,8,West,Pune,53,Standard,Completed,sheila14@example.org,benjamin96,UPI
248,1178,2024-11-13,2024-11-13 15:10:13,12,Furniture,3105.95,1631.2,5,North,Mumbai,26,Standard,Completed,urice@example.org,avilatiffany,Cash
722,1269,2026-03-18,2026-03-18 19:59:18,13,Sports,2816.89,1562.07,5,West,Mumbai,45,Standard,Cancelled,chavezjohn@example.net,steelerichard,Card
282,1238,2025-03-29,2025-03-29 04:59:34,10,Grocery,1670.14,1115.12,1,East,Bengaluru,36,Standard,Cancelled,carlsonkristen@example.com,carterpaul,UPI
894,1107,2025-05-06,2025-05-06 00:22:25,18,Electronics,56.93,707.97,10,East,Hyderabad,23,Standard,Cancelled,henrysarah@example.com,bwhite,Cash
915,1037,2026-06-26,2026-06-26 23:42:32,16,Sports,4358.86,79.77,6,South,Bengaluru,33,Premium,Completed,nashmarcus@example.com,david87,UPI
811,1139,2026-05-01,2026-05-01 18:15:54,16,Electronics,4757.52,731.97,7,South,Chennai,46,Standard,Cancelled,aruiz@example.com,gmcdowell,UPI
245,1095,2026-01-28,2026-01-28 23:11:37,14,Furniture,194.5,,4,West,Mumbai,45,Standard,Completed,williamsmelvin@example.org,michaelcesar,UPI
823,1108,2024-10-09,2024-10-09 07:44:13,6,Clothing,341.96,381.8,4,East,Kolkata,44,Standard,Cancelled,tmcdaniel@example.com,qfitzgerald,UPI
322,1176,2026-05-08,2026-05-08 18:58:39,14,Grocery,1946.07,981.46,10,West,Bengaluru,29,Standard,Pending,penajohn@example.com,brettgarrett,Cash
644,1210,2025-03-04,2025-03-04 20:01:23,12,Electronics,3323.14,510.28,5,North,Kolkata,62,Premium,Pending,justinpatel@example.com,nelsoneric,Cash
159,1146,2026-04-04,2026-04-04 08:07:18,16,Clothing,657.06,1708.6,8,South,Kolkata,63,Standard,Completed,newmantiffany@example.org,jford,UPI
978,1110,2026-05-14,2026-05-14 02:03:16,15, Furniture ,980.19,226.98,4,East,Delhi,37,Standard,Cancelled,jenniferwilliams@example.net,ochoamarcus,Cash
430,1079,2025-01-12,2025-01-12 01:52:02,4,Electronics,4604.93,1358.11,8,North,Delhi,52,Premium,Pending,stephenmadden@example.com,lwilliams,Card
942,1096,2026-05-14,2026-05-14 08:10:25,14,Sports,3883.2,1209.87,4,East,Bengaluru,30,Premium,Pending,victor72@example.com,alicia77,Card
463,1250,2024-10-25,2024-10-25 00:18:30,7,Sports,973.8,708.38,8,East,Pune,56,Premium,Completed,ayalacolleen@example.net,tracy98,UPI
310,1010,2025-04-08,2025-04-08 13:28:02,11,Grocery,4760.73,166.92,3,West,Bengaluru,64,Premium,Cancelled,wolfscott@example.org,pgarcia,Cash
698,1103,2024-07-26,2024-07-26 23:27:01,10,Sports,4155.78,,6,North,Bengaluru,58,Standard,Pending,morganjennifer@example.com,lewisdesiree,Card
61,1208,2025-04-19,2025-04-19 09:29:39,16,Sports,3802.92,1387.41,8,West,Delhi,19,Premium,Pending,benderkenneth@example.com,vmedina,Cash
885,1270,2026-04-21,2026-04-21 07:14:33,20,Grocery,1229.35,566.37,10,West,Bengaluru,24,Premium,Cancelled,martinezashley@example.org,davidtorres,UPI
596,1196,2025-04-25,2025-04-25 15:44:14,12,Furniture,3114.71,743.83,3,North,Chennai,63,Premium,Completed,elizabeth51@example.org,michelle63,Card
768,1156,2026-01-12,2026-01-12 20:19:20,15,Clothing,1879.72,757.25,3,West,Pune,63,Premium,Completed,samanthayork@example.com,helen27,Cash
650,1221,2025-12-11,2025-12-11 02:40:17,18,Grocery,1040.38,816.56,10,West,Mumbai,66,Premium,Completed,oruiz@example.org,roberta62,UPI
651,1264,2025-12-23,2025-12-23 03:41:46,6,Sports,2521.06,1328.4,8,East,Kolkata,58,Standard,Cancelled,kristina57@example.com,jonesdaniel,UPI
866,1029,2025-02-09,2025-02-09 11:54:05,3,Grocery,2793.09,995.84,1,West,Mumbai,50,Premium,Pending,fgill@example.net,mooremichael,Card
669,1219,2026-05-20,2026-05-20 09:17:45,20,Grocery,788.79,1916.91,3,North,Bengaluru,63,Standard,Pending,sanchezcrystal@example.net,suttonamber,UPI
299,1028,2025-05-25,2025-05-25 10:02:26,8,Sports,4240.2,1598.83,6,South,Bengaluru,33,Standard,Cancelled,laurensoto@example.org,vfoster,UPI
690,1282,2024-07-25,2024-07-25 10:10:45,3,Electronics,2591.4,1031.09,7,North,Chennai,60,Standard,Pending,duncanjohn@example.com,mosleyeduardo,Card
315,1250,2025-05-13,2025-05-13 13:24:26,9,Electronics,3227.24,787.3,6,West,Hyderabad,29,Standard,Completed,michelle22@example.org,jenniferpoole,Card
311,1173,2026-02-01,2026-02-01 10:21:58,20,Sports,4471.47,1414.92,7,South,Mumbai,45,Premium,Completed,nancy07@example.com,michelle17,Cash
362,1009,2024-08-14,2024-08-14 07:56:34,4,Furniture,2091.08,1123.12,1,North,Delhi,56,Standard,Cancelled,,crystalpham,UPI
